,location,month,total_cases,new_cases,total_deaths,new_deaths,case_fatality_rate
0,Afghanistan,2,6.0,1.0,0.0,0.0,0.0
1,Afghanistan,3,1164.0,174.0,27.0,4.0,0.023195876288659795
2,Afghanistan,4,27074.0,1952.0,890.0,60.0,0.03287286695722834
3,Afghanistan,5,225674.0,13081.0,5007.0,194.0,0.02218687132766734
4,Afghanistan,6,750944.0,16299.0,15016.0,494.0,0.01999616482720416
5,Afghanistan,7,1077247.0,5158.0,33518.0,532.0,0.031114498346247424
6,Afghanistan,8,1163297.0,1494.0,42101.0,119.0,0.03619110167051063
7,Afghanistan,9,1163868.0,1109.0,42987.0,57.0,0.036934600831022076
8,Afghanistan,10,1245948.0,2157.0,46287.0,78.0,0.0371500255227345
9,Afghanistan,11,1308111.0,4849.0,49133.0,257.0,0.037560268203539304
10,Afghanistan,12,1522209.0,5252.0,62357.0,396.0,0.040964808380452356
11,Africa,2,23.0,3.0,0.0,0.0,0.0
12,Africa,3,41307.0,5778.0,1255.0,200.0,0.03038225966543201
13,Africa,4,590658.0,32972.0,28114.0,1434.0,0.04759776384980818
14,Africa,5,2646734.0,107806.0,86018.0,2588.0,0.03249967696035945
15,Africa,6,7891288.0,258342.0,210019.0,5924.0,0.026614033095737982
16,Africa,7,20679069.0,523179.0,453270.0,9536.0,0.021919265320890412
17,Africa,8,34466759.0,324155.0,787128.0,10130.0,0.022837308259822168
18,Africa,9,41152839.0,229700.0,992660.0,6051.0,0.02412130059848362
19,Africa,10,50495086.0,303539.0,1218154.0,6990.0,0.02412420883885612
20,Africa,11,59462318.0,388849.0,1428226.0,9139.0,0.024019009820639686
21,Africa,12,75832446.0,586136.0,1796945.0,13476.0,0.023696255294204806
22,Albania,2,0.0,0.0,0.0,0.0,
23,Albania,3,2232.0,243.0,91.0,15.0,0.04077060931899642
24,Albania,4,15632.0,530.0,728.0,16.0,0.0465711361310133
25,Albania,5,28873.0,364.0,975.0,2.0,0.03376857271499325
26,Albania,6,50880.0,1398.0,1221.0,29.0,0.023997641509433964
27,Albania,7,119660.0,2741.0,3302.0,95.0,0.027594852080895873
28,Albania,8,230278.0,4237.0,6945.0,127.0,0.030159198881352104
29,Albania,9,350148.0,4136.0,10286.0,103.0,0.029376149513919828
30,Albania,10,523084.0,7226.0,13731.0,122.0,0.026250086028247854
31,Albania,11,866248.0,17307.0,19239.0,301.0,0.02220957508704205
32,Albania,12,1540509.0,20134.0,31857.0,371.0,0.020679528649297084
33,Algeria,2,5.0,1.0,0.0,0.0,0.0
34,Algeria,3,4823.0,715.0,324.0,44.0,0.06717810491395397
35,Algeria,4,69497.0,3290.0,9197.0,406.0,0.13233664762507735
36,Algeria,5,211394.0,5388.0,16901.0,203.0,0.07995023510601058
37,Algeria,6,337819.0,4513.0,23600.0,259.0,0.06985989538776682
38,Algeria,7,674286.0,16487.0,32720.0,298.0,0.048525403167202046
39,Algeria,8,1185076.0,14100.0,42428.0,300.0,0.03580192325217961
40,Algeria,9,1458290.0,7036.0,48964.0,226.0,0.033576311981841744
41,Algeria,10,1683631.0,6412.0,57192.0,228.0,0.033969438671537885
42,Algeria,11,2074384.0,25257.0,65248.0,467.0,0.03145415699311217
43,Algeria,12,2884170.0,16411.0,81232.0,325.0,0.02816477530797422
44,Andorra,3,2787.0,376.0,39.0,12.0,0.013993541442411194
45,Andorra,4,19106.0,369.0,917.0,30.0,0.0479953941170313
46,Andorra,5,23498.0,19.0,1518.0,9.0,0.0646012426589497
47,Andorra,6,25511.0,91.0,1545.0,1.0,0.06056211046215358
48,Andorra,7,27174.0,70.0,1612.0,0.0,0.059321410171487454
49,Andorra,8,31382.0,251.0,1632.0,1.0,0.05200433369447454
50,Andorra,9,45275.0,874.0,1590.0,0.0,0.035118718939812256
51,Andorra,10,103067.0,2706.0,1895.0,22.0,0.018386098363200636
52,Andorra,11,174907.0,1989.0,2266.0,1.0,0.01295545632822014
53,Andorra,12,230115.0,1304.0,2478.0,8.0,0.010768528779088717
54,Angola,3,48.0,7.0,6.0,2.0,0.125
55,Angola,4,601.0,20.0,60.0,0.0,0.09983361064891846
56,Angola,5,1639.0,59.0,85.0,2.0,0.05186089078706528
57,Angola,6,4660.0,198.0,210.0,9.0,0.045064377682403435
58,Angola,7,20049.0,864.0,915.0,39.0,0.04563818644321412
59,Angola,8,59160.0,1506.0,2627.0,56.0,0.04440500338066261
60,Angola,9,111469.0,2318.0,4268.0,75.0,0.03828867218688604
61,Angola,10,233349.0,5833.0,7325.0,101.0,0.03139074947824932
62,Angola,11,404417.0,4334.0,9636.0,64.0,0.02382689155005848
63,Angola,12,508018.0,2414.0,11686.0,57.0,0.023003121936624293
64,Antigua and Barbuda,3,61.0,7.0,0.0,0.0,0.0
65,Antigua and Barbuda,4,617.0,17.0,62.0,3.0,0.10048622366288493
66,Antigua and Barbuda,5,776.0,2.0,93.0,0.0,0.11984536082474227
67,Antigua and Barbuda,6,1026.0,43.0,90.0,0.0,0.08771929824561403
68,Antigua and Barbuda,7,2366.0,22.0,93.0,0.0,0.03930684699915469
69,Antigua and Barbuda,8,2881.0,3.0,93.0,0.0,0.032280458174245054
70,Antigua and Barbuda,9,2886.0,7.0,90.0,0.0,0.031185031185031187
71,Antigua and Barbuda,10,3586.0,27.0,93.0,0.0,0.025934188510875627
72,Antigua and Barbuda,11,4047.0,13.0,107.0,1.0,0.026439337781072398
73,Antigua and Barbuda,12,4656.0,18.0,143.0,1.0,0.030713058419243985
74,Argentina,1,0.0,0.0,0.0,0.0,
75,Argentina,2,0.0,0.0,0.0,0.0,
76,Argentina,3,6529.0,1054.0,158.0,27.0,0.024199724306938276
77,Argentina,4,77576.0,3374.0,3482.0,191.0,0.04488501598432505
78,Argentina,5,275556.0,12423.0,11562.0,321.0,0.04195880329225275
79,Argentina,6,1091252.0,47679.0,26775.0,768.0,0.02453603750554409
80,Argentina,7,3728771.0,126772.0,69223.0,2236.0,0.018564561889158653
81,Argentina,8,9244163.0,226433.0,183974.0,5117.0,0.0199016395535215
82,Argentina,9,17545982.0,333266.0,371729.0,8277.0,0.02118599004604017
83,Argentina,10,29922509.0,415923.0,795200.0,14065.0,0.026575311582327538
84,Argentina,11,39307295.0,257609.0,1062692.0,7728.0,0.02703549048592634
85,Argentina,12,47136788.0,200981.0,1278031.0,4515.0,0.02711323902680853
86,Armenia,3,4099.0,532.0,12.0,3.0,0.002927543303244694
87,Armenia,4,36511.0,1534.0,527.0,29.0,0.014434006189915367
88,Armenia,5,151445.0,7216.0,2012.0,99.0,0.013285351117567434
89,Armenia,6,520967.0,16260.0,8745.0,312.0,0.01678609201734467
90,Armenia,7,1026463.0,13008.0,18701.0,295.0,0.018218873938953474
91,Armenia,8,1286089.0,5231.0,25394.0,141.0,0.01974513427919841
92,Armenia,9,1398359.0,6578.0,27637.0,80.0,0.01976388037692753
93,Armenia,10,2012415.0,39454.0,33744.0,382.0,0.016767913178941718
94,Armenia,11,3480514.0,45311.0,53074.0,823.0,0.015248897145651476
95,Armenia,12,4636215.0,24285.0,78705.0,659.0,0.01697613247012919
96,Asia,1,38390.0,9333.0,889.0,196.0,0.023157072154206825
97,Asia,2,1654770.0,73831.0,46753.0,2691.0,0.028253473292360873
98,Asia,3,3594204.0,95313.0,140627.0,4232.0,0.0391260484936303
99,Asia,4,10362124.0,341931.0,386995.0,11570.0,0.037347072858807714
100,Asia,5,24792598.0,617814.0,761592.0,12125.0,0.03071852332700268
101,Asia,6,50941843.0,1166426.0,1292449.0,26152.0,0.025371068730277387
102,Asia,7,100765958.0,1991314.0,2366069.0,39743.0,0.023480836653187974
103,Asia,8,176605239.0,2817359.0,3727548.0,45881.0,0.021106667169709502
104,Asia,9,268165429.0,3554777.0,5081362.0,52510.0,0.018948609516702467
105,Asia,10,381831902.0,3045973.0,6847319.0,48211.0,0.0179328101296261
106,Asia,11,456260142.0,3076661.0,8039818.0,48833.0,0.01762112720334883
107,Asia,12,592609597.0,3080524.0,9814959.0,45251.0,0.01656226805925318
108,Australia,1,38.0,9.0,0.0,0.0,0.0
109,Australia,2,431.0,16.0,0.0,0.0,0.0
110,Australia,3,35679.0,4534.0,190.0,18.0,0.005325261358221923
111,Australia,4,188206.0,2207.0,1817.0,75.0,0.009654314952764524
112,Australia,5,217625.0,436.0,3071.0,10.0,0.01411143021252154
113,Australia,6,222611.0,718.0,3075.0,1.0,0.013813333572914187
114,Australia,7,361720.0,9360.0,3996.0,97.0,0.011047218843304214
115,Australia,8,711091.0,8539.0,13006.0,456.0,0.018290204769853647
116,Australia,9,800899.0,1277.0,24475.0,231.0,0.030559408864288755
117,Australia,10,848364.0,499.0,27949.0,19.0,0.032944585107336
118,Australia,11,832514.0,317.0,27212.0,1.0,0.032686537403575196
119,Australia,12,872046.0,513.0,28153.0,1.0,0.03228384741171911
120,Austria,2,19.0,9.0,0.0,0.0,0.0
121,Austria,3,84802.0,10171.0,626.0,128.0,0.007381901370250701
122,Austria,4,417242.0,5272.0,11663.0,456.0,0.027952603045714477
123,Austria,5,500479.0,1279.0,19474.0,84.0,0.038910723526861264
124,Austria,6,515592.0,1035.0,20495.0,37.0,0.03975042281493894
125,Austria,7,600464.0,3364.0,21997.0,13.0,0.036633336886141385
126,Austria,8,735971.0,6308.0,22523.0,15.0,0.030603108002896853
127,Austria,9,1058863.0,17375.0,22824.0,66.0,0.02155519647017603
128,Austria,10,2039236.0,60112.0,28062.0,310.0,0.013761035995833735
129,Austria,11,6048662.0,177531.0,59076.0,2075.0,0.009766788092969983
130,Austria,12,10147084.0,78359.0,149705.0,3038.0,0.014753499626099478
131,Azerbaijan,3,1928.0,298.0,37.0,5.0,0.019190871369294607
132,Azerbaijan,4,35353.0,1506.0,429.0,19.0,0.012134755183435635
133,Azerbaijan,5,101560.0,3690.0,1227.0,39.0,0.012081528160693186
134,Azerbaijan,6,326549.0,12030.0,3939.0,150.0,0.012062508230005297
135,Azerbaijan,7,794844.0,14354.0,10407.0,235.0,0.013093135256729622
136,Azerbaijan,8,1065366.0,4557.0,15562.0,86.0,0.014607186638206964
137,Azerbaijan,9,1156339.0,3794.0,16972.0,57.0,0.014677356726703847
138,Azerbaijan,10,1403733.0,15040.0,19697.0,139.0,0.014031870733251978
139,Azerbaijan,11,2434291.0,65907.0,30250.0,662.0,0.012426616209812221
140,Azerbaijan,12,5629069.0,97524.0,63398.0,1249.0,0.01126260843489394
141,Bahamas,3,99.0,14.0,0.0,0.0,0.0
142,Bahamas,4,1578.0,67.0,235.0,11.0,0.14892268694550062
143,Bahamas,5,2933.0,21.0,341.0,0.0,0.11626321172860553
144,Bahamas,6,3100.0,2.0,330.0,0.0,0.1064516129032258
145,Bahamas,7,6403.0,470.0,347.0,3.0,0.05419334686865532
146,Bahamas,8,41780.0,1643.0,792.0,36.0,0.018956438487314504
147,Bahamas,9,93104.0,1906.0,2105.0,46.0,0.022609125279257604
148,Bahamas,10,170339.0,2591.0,3612.0,48.0,0.021204774009475222
149,Bahamas,11,215718.0,827.0,4721.0,19.0,0.021885053634838076
150,Bahamas,12,238552.0,330.0,5125.0,7.0,0.02148378550588551
151,Bahrain,2,167.0,41.0,0.0,0.0,0.0
152,Bahrain,3,7765.0,526.0,41.0,4.0,0.005280103026400515
153,Bahrain,4,48676.0,2473.0,190.0,4.0,0.003903360999260416
154,Bahrain,5,210502.0,8358.0,349.0,11.0,0.001657941492242354
155,Bahrain,6,575360.0,15360.0,1441.0,68.0,0.002504518909899889
156,Bahrain,7,1074705.0,14224.0,3672.0,60.0,0.0034167515736876633
157,Bahrain,8,1447593.0,10990.0,5311.0,43.0,0.003668848909880056
158,Bahrain,9,1856231.0,18892.0,6496.0,61.0,0.003499564439986187
159,Bahrain,10,2388821.0,10781.0,8985.0,70.0,0.0037612696807337175
160,Bahrain,11,2539313.0,5311.0,10017.0,20.0,0.00394476773836073
161,Bahrain,12,2780573.0,5719.0,10767.0,11.0,0.0038722234589776998
162,Bangladesh,3,546.0,51.0,49.0,5.0,0.08974358974358974
163,Bangladesh,4,70283.0,7616.0,2153.0,163.0,0.03063329681430787
164,Bangladesh,5,731311.0,39486.0,10746.0,482.0,0.014694158846236417
165,Bangladesh,6,2836656.0,98330.0,37194.0,1197.0,0.01311191769463763
166,Bangladesh,7,6049862.0,92178.0,77720.0,1264.0,0.012846574021027256
167,Bangladesh,8,8565945.0,75335.0,114101.0,1170.0,0.013320304998456095
168,Bangladesh,9,10232791.0,50483.0,143910.0,970.0,0.014063611775125672
169,Bangladesh,10,11965030.0,44205.0,174118.0,672.0,0.014552240988948627
170,Bangladesh,11,13055589.0,57248.0,187421.0,721.0,0.01435561428902212
171,Bangladesh,12,15301465.0,48578.0,221327.0,915.0,0.014464432000465315
172,Barbados,3,255.0,34.0,0.0,0.0,0.0
173,Barbados,4,2071.0,47.0,122.0,7.0,0.0589087397392564
174,Barbados,5,2697.0,11.0,217.0,0.0,0.08045977011494253
175,Barbados,6,2860.0,5.0,210.0,0.0,0.07342657342657342
176,Barbados,7,3209.0,13.0,217.0,0.0,0.06762231224680586
177,Barbados,8,4654.0,64.0,217.0,0.0,0.04662655779974216
178,Barbados,9,5515.0,16.0,210.0,0.0,0.038077969174977334
179,Barbados,10,6692.0,47.0,217.0,0.0,0.032426778242677826
180,Barbados,11,7563.0,39.0,210.0,0.0,0.027766759222530742
181,Barbados,12,9713.0,107.0,217.0,0.0,0.022341192216616904
182,Belarus,2,2.0,1.0,0.0,0.0,0.0
183,Belarus,3,1465.0,151.0,1.0,1.0,0.0006825938566552901
184,Belarus,4,150554.0,13875.0,1171.0,88.0,0.0077779401410789486
185,Belarus,5,888892.0,28529.0,4986.0,146.0,0.005609230367693713
186,Belarus,6,1626878.0,19562.0,9483.0,157.0,0.005828955828279686
187,Belarus,7,2029325.0,5690.0,14953.0,167.0,0.007368459955896665
188,Belarus,8,2159686.0,4035.0,19080.0,122.0,0.008834617624969556
189,Belarus,9,2246305.0,6788.0,22796.0,152.0,0.010148221189909651
190,Belarus,10,2701983.0,19851.0,28380.0,147.0,0.010503396949573703
191,Belarus,11,3481029.0,38165.0,31736.0,178.0,0.00911684447328649
192,Belarus,12,5144839.0,57637.0,40022.0,266.0,0.0077790578091948065
193,Belgium,2,26.0,1.0,0.0,0.0,0.0
194,Belgium,3,89009.0,12774.0,3145.0,705.0,0.035333505600557244
195,Belgium,4,993613.0,35744.0,132664.0,6889.0,0.13351677162033912
196,Belgium,5,1688377.0,9862.0,273995.0,1873.0,0.1622830682957657
197,Belgium,6,1801706.0,3046.0,289543.0,280.0,0.1607049096800477
198,Belgium,7,1979139.0,7324.0,303682.0,94.0,0.15344147126604044
199,Belgium,8,2409779.0,16485.0,307232.0,54.0,0.1274938490210098
200,Belgium,9,2955815.0,33216.0,298143.0,121.0,0.1008665968607643
201,Belgium,10,7060830.0,310777.0,325069.0,1609.0,0.046038355264182824
202,Belgium,11,15807456.0,148116.0,432647.0,5020.0,0.027369805742302872
203,Belgium,12,19046283.0,69151.0,565082.0,2883.0,0.029668886049839752
204,Belize,3,18.0,3.0,0.0,0.0,0.0
205,Belize,4,411.0,15.0,46.0,2.0,0.11192214111922141
206,Belize,5,558.0,0.0,62.0,0.0,0.1111111111111111
207,Belize,6,633.0,6.0,60.0,0.0,0.0947867298578199
208,Belize,7,1208.0,24.0,62.0,0.0,0.05132450331125828
209,Belize,8,13861.0,959.0,163.0,11.0,0.011759613303513454
210,Belize,9,45432.0,985.0,578.0,14.0,0.012722310265891882
211,Belize,10,84329.0,1495.0,1286.0,32.0,0.015249795444034674
212,Belize,11,142741.0,2367.0,2883.0,89.0,0.020197420502868834
213,Belize,12,285706.0,4922.0,6300.0,100.0,0.02205063946854459
214,Benin,3,68.0,9.0,0.0,0.0,0.0
215,Benin,4,1178.0,55.0,25.0,1.0,0.021222410865874362
216,Benin,5,6566.0,168.0,73.0,2.0,0.011117879987816022
217,Benin,6,17757.0,967.0,264.0,18.0,0.014867376245987498
218,Benin,7,46022.0,606.0,876.0,15.0,0.019034374864195385
219,Benin,8,62855.0,340.0,1195.0,4.0,0.01901201177312863
220,Benin,9,68013.0,212.0,1201.0,1.0,0.017658388837428138
221,Benin,10,76944.0,286.0,1271.0,0.0,0.01651850696610522
222,Benin,11,85621.0,372.0,1284.0,2.0,0.014996320996017332
223,Benin,12,97112.0,236.0,1363.0,1.0,0.0140353406376143
224,Bhutan,3,46.0,4.0,0.0,0.0,0.0
225,Bhutan,4,167.0,3.0,0.0,0.0,0.0
226,Bhutan,5,561.0,36.0,0.0,0.0,0.0
227,Bhutan,6,1897.0,34.0,0.0,0.0,0.0
228,Bhutan,7,2700.0,24.0,0.0,0.0,0.0
229,Bhutan,8,4396.0,124.0,0.0,0.0,0.0
230,Bhutan,9,7485.0,57.0,0.0,0.0,0.0
231,Bhutan,10,9919.0,67.0,0.0,0.0,0.0
232,Bhutan,11,11234.0,61.0,0.0,0.0,0.0
233,Bhutan,12,15035.0,260.0,0.0,0.0,0.0
234,Bolivia,3,682.0,107.0,11.0,6.0,0.016129032258064516
235,Bolivia,4,14801.0,1060.0,887.0,56.0,0.05992838321735018
236,Bolivia,5,137671.0,8815.0,5482.0,251.0,0.03981956984404849
237,Bolivia,6,614758.0,23237.0,20104.0,810.0,0.032702299116074945
238,Bolivia,7,1700323.0,43570.0,62947.0,1854.0,0.037020613142326485
239,Bolivia,8,3085662.0,39809.0,126236.0,2050.0,0.040910508020645164
240,Bolivia,9,3821303.0,18713.0,212820.0,2938.0,0.05569304501632035
241,Bolivia,10,4317118.0,6446.0,260850.0,760.0,0.060422253920323694
242,Bolivia,11,4298716.0,2951.0,265610.0,232.0,0.06178821769105007
243,Bolivia,12,4637462.0,15416.0,280226.0,208.0,0.060426586783891706
244,Bosnia and Herzegovina,3,2826.0,420.0,50.0,13.0,0.017692852087756547
245,Bosnia and Herzegovina,4,33408.0,1337.0,1272.0,56.0,0.03807471264367816
246,Bosnia and Herzegovina,5,68816.0,753.0,3748.0,84.0,0.054464078121367124
247,Bosnia and Herzegovina,6,95167.0,1943.0,5006.0,33.0,0.052602267592758
248,Bosnia and Herzegovina,7,241630.0,7423.0,7577.0,153.0,0.03135786119273269
249,Bosnia and Herzegovina,8,494986.0,8088.0,14810.0,270.0,0.02992003814249292
250,Bosnia and Herzegovina,9,721110.0,7505.0,21892.0,247.0,0.030358752478817377
251,Bosnia and Herzegovina,10,1082304.0,22621.0,30973.0,378.0,0.02861765271125303
252,Bosnia and Herzegovina,11,2143108.0,37811.0,58331.0,1447.0,0.02721794701900231
253,Bosnia and Herzegovina,12,3166283.0,23084.0,107176.0,1369.0,0.03384915372378274
254,Botswana,3,7.0,4.0,1.0,1.0,0.14285714285714285
255,Botswana,4,437.0,19.0,30.0,0.0,0.06864988558352403
256,Botswana,5,843.0,12.0,31.0,0.0,0.036773428232502965
257,Botswana,6,2211.0,192.0,30.0,0.0,0.013568521031207599
258,Botswana,7,14959.0,577.0,36.0,1.0,0.0024065779798114846
259,Botswana,8,37084.0,829.0,87.0,4.0,0.0023460252399956855
260,Botswana,9,73122.0,1539.0,345.0,10.0,0.0047181422827603185
261,Botswana,10,144559.0,3470.0,610.0,8.0,0.004219730352312896
262,Botswana,11,261748.0,4100.0,858.0,10.0,0.003277962009260816
263,Botswana,12,398982.0,4063.0,1162.0,8.0,0.002912412088765909
264,Brazil,2,5.0,2.0,0.0,0.0,0.0
265,Brazil,3,37127.0,5715.0,976.0,201.0,0.026288146093139765
266,Brazil,4,1048506.0,81470.0,66571.0,5805.0,0.06349129141845636
267,Brazil,5,7944285.0,427662.0,509030.0,23308.0,0.06407499227432047
268,Brazil,6,28161222.0,887192.0,1353392.0,30280.0,0.048058709952288295
269,Brazil,7,62641865.0,1260444.0,2370476.0,32881.0,0.037841721347217236
270,Brazil,8,102903896.0,1245787.0,3345405.0,28906.0,0.03250999359635519
271,Brazil,9,132059962.0,902663.0,4004352.0,22571.0,0.030322225899171468
272,Brazil,10,160991539.0,724670.0,4732789.0,15932.0,0.02939774990286912
273,Brazil,11,176837421.0,800273.0,4986319.0,13236.0,0.02819719362453267
274,Brazil,12,218249737.0,1340095.0,5702548.0,21829.0,0.02612854465891063
275,Brunei,3,1688.0,129.0,4.0,1.0,0.002369668246445498
276,Brunei,4,4089.0,9.0,30.0,0.0,0.007336757153338224
277,Brunei,5,4354.0,3.0,36.0,1.0,0.008268259072117593
278,Brunei,6,4230.0,0.0,75.0,1.0,0.01773049645390071
279,Brunei,7,4371.0,0.0,93.0,0.0,0.02127659574468085
280,Brunei,8,4416.0,3.0,93.0,0.0,0.021059782608695652
281,Brunei,9,4355.0,2.0,90.0,0.0,0.02066590126291619
282,Brunei,10,4554.0,2.0,93.0,0.0,0.020421607378129116
283,Brunei,11,4455.0,2.0,90.0,0.0,0.020202020202020204
284,Brunei,12,4715.0,7.0,93.0,0.0,0.019724284199363732
285,Bulgaria,3,3576.0,399.0,71.0,8.0,0.019854586129753916
286,Bulgaria,4,25790.0,1107.0,1111.0,58.0,0.043078712679333074
287,Bulgaria,5,65828.0,1007.0,3285.0,74.0,0.04990277693382755
288,Bulgaria,6,105731.0,2476.0,5500.0,90.0,0.052018802432588364
289,Bulgaria,7,254933.0,6701.0,9167.0,153.0,0.03595846751891674
290,Bulgaria,8,443823.0,4576.0,15642.0,246.0,0.03524377961484646
291,Bulgaria,9,552189.0,4567.0,22024.0,196.0,0.03988489448359167
292,Bulgaria,10,962977.0,32011.0,30756.0,454.0,0.031938457512484725
293,Bulgaria,11,3044632.0,92456.0,72503.0,2756.0,0.02381338697090486
294,Bulgaria,12,5636378.0,56966.0,187730.0,3541.0,0.03330685060512265
295,Burkina Faso,3,1901.0,261.0,86.0,14.0,0.04523934771173067
296,Burkina Faso,4,15230.0,384.0,921.0,29.0,0.06047275114904793
297,Burkina Faso,5,24013.0,202.0,1555.0,10.0,0.064756590180319
298,Burkina Faso,6,27120.0,115.0,1590.0,0.0,0.0586283185840708
299,Burkina Faso,7,32311.0,144.0,1643.0,0.0,0.05084955587880288
300,Burkina Faso,8,38874.0,262.0,1687.0,2.0,0.04339661470391521
301,Burkina Faso,9,51159.0,688.0,1679.0,3.0,0.032819249789870795
302,Burkina Faso,10,72258.0,444.0,1960.0,9.0,0.027125024218771623
303,Burkina Faso,11,79775.0,386.0,2028.0,1.0,0.025421497963020998
304,Burkina Faso,12,143616.0,3821.0,2276.0,17.0,0.015847816399286986
305,Burundi,3,2.0,2.0,0.0,0.0,0.0
306,Burundi,4,183.0,9.0,18.0,1.0,0.09836065573770492
307,Burundi,5,889.0,52.0,31.0,0.0,0.03487064116985377
308,Burundi,6,3219.0,107.0,30.0,0.0,0.009319664492078284
309,Burundi,7,8597.0,217.0,31.0,0.0,0.0036059090380365245
310,Burundi,8,12907.0,58.0,31.0,0.0,0.002401797474238785
311,Burundi,9,14171.0,63.0,30.0,0.0,0.0021169995060334487
312,Burundi,10,16650.0,77.0,31.0,0.0,0.0018618618618618619
313,Burundi,11,19096.0,103.0,30.0,0.0,0.0015710096355257646
314,Burundi,12,23099.0,130.0,44.0,1.0,0.0019048443655569505
315,Cambodia,1,5.0,1.0,0.0,0.0,0.0
316,Cambodia,2,29.0,0.0,0.0,0.0,0.0
317,Cambodia,3,1225.0,108.0,0.0,0.0,0.0
318,Cambodia,4,3583.0,13.0,0.0,0.0,0.0
319,Cambodia,5,3804.0,3.0,0.0,0.0,0.0
320,Cambodia,6,3885.0,16.0,0.0,0.0,0.0
321,Cambodia,7,5473.0,98.0,0.0,0.0,0.0
322,Cambodia,8,8173.0,35.0,0.0,0.0,0.0
323,Cambodia,9,8247.0,3.0,0.0,0.0,0.0
324,Cambodia,10,8809.0,14.0,0.0,0.0,0.0
325,Cambodia,11,9085.0,35.0,0.0,0.0,0.0
326,Cambodia,12,11076.0,52.0,0.0,0.0,0.0
327,Cameroon,3,1067.0,193.0,24.0,6.0,0.022492970946579195
328,Cameroon,4,30497.0,1639.0,825.0,55.0,0.027051841164704726
329,Cameroon,5,109504.0,4072.0,4122.0,130.0,0.037642460549386324
330,Cameroon,6,295083.0,6688.0,7717.0,122.0,0.026151964023681473
331,Cameroon,7,477610.0,4663.0,11230.0,78.0,0.023512908021188834
332,Cameroon,8,570225.0,1887.0,12455.0,20.0,0.021842255250120568
333,Cameroon,9,606411.0,1696.0,12476.0,7.0,0.020573505427836897
334,Cameroon,10,662489.0,955.0,13121.0,8.0,0.019805611866763072
335,Cameroon,11,690210.0,2652.0,12999.0,11.0,0.018833398530881906
336,Cameroon,12,788845.0,1832.0,13797.0,11.0,0.017490127971908295
337,Canada,1,12.0,4.0,0.0,0.0,0.0
338,Canada,2,234.0,16.0,0.0,0.0,0.0
339,Canada,3,52015.0,8507.0,777.0,152.0,0.014937998654234355
340,Canada,4,929888.0,45930.0,54153.0,4027.0,0.05823604563130184
341,Canada,5,2369720.0,38022.0,198652.0,3727.0,0.08382931316780041
342,Canada,6,3016433.0,13618.0,254102.0,874.0,0.08423923223224251
343,Canada,7,3460185.0,12184.0,276342.0,245.0,0.079863359907057
344,Canada,8,3854051.0,12637.0,282360.0,168.0,0.07326317166015707
345,Canada,9,4290890.0,30189.0,278084.0,198.0,0.06480800020508566
346,Canada,10,6126216.0,76206.0,305041.0,885.0,0.049792726864348234
347,Canada,11,9141329.0,144244.0,335239.0,1963.0,0.03667289515561687
348,Canada,12,15031370.0,202852.0,432388.0,3523.0,0.028765707982705502
349,Cape Verde,3,49.0,6.0,8.0,1.0,0.16326530612244897
350,Cape Verde,4,1423.0,115.0,30.0,0.0,0.02108222066057625
351,Cape Verde,5,9336.0,314.0,83.0,3.0,0.00889031705227078
352,Cape Verde,6,23482.0,792.0,218.0,11.0,0.00928370666893791
353,Cape Verde,7,58038.0,1224.0,606.0,8.0,0.01044143492194769
354,Cape Verde,8,98700.0,1433.0,1042.0,17.0,0.010557244174265451
355,Cape Verde,9,148629.0,2140.0,1446.0,20.0,0.009728922350281574
356,Cape Verde,10,232518.0,2769.0,2518.0,35.0,0.010829269131852158
357,Cape Verde,11,295451.0,1968.0,3052.0,10.0,0.010329970113487515
358,Cape Verde,12,353444.0,1079.0,3415.0,8.0,0.00966206810697027
359,Cayman Islands,12,0.0,0.0,0.0,0.0,
360,Central African Republic,3,41.0,3.0,0.0,0.0,0.0
361,Central African Republic,4,444.0,47.0,0.0,0.0,0.0
362,Central African Republic,5,11339.0,961.0,10.0,2.0,0.0008819119851838787
363,Central African Republic,6,70765.0,2734.0,559.0,45.0,0.00789938528933795
364,Central African Republic,7,134487.0,863.0,1677.0,12.0,0.012469606727787816
365,Central African Republic,8,144485.0,103.0,1874.0,3.0,0.012970204519500294
366,Central African Republic,9,143052.0,118.0,1860.0,0.0,0.013002264910661858
367,Central African Republic,10,150498.0,37.0,1922.0,0.0,0.012770933833007748
368,Central African Republic,11,146812.0,47.0,1877.0,1.0,0.012785058442089202
369,Central African Republic,12,153026.0,50.0,1953.0,0.0,0.012762537085201208
370,Chad,3,35.0,7.0,0.0,0.0,0.0
371,Chad,4,797.0,66.0,9.0,5.0,0.011292346298619825
372,Chad,5,14051.0,705.0,1345.0,60.0,0.09572272436125542
373,Chad,6,25427.0,88.0,2155.0,9.0,0.08475242852086365
374,Chad,7,27639.0,70.0,2314.0,1.0,0.08372227649336084
375,Chad,8,29949.0,77.0,2358.0,2.0,0.0787338475408194
376,Chad,9,33155.0,187.0,2417.0,8.0,0.07290001508068164
377,Chad,10,41806.0,283.0,2862.0,13.0,0.06845907286035498
378,Chad,11,47873.0,205.0,3002.0,3.0,0.0627075804733357
379,Chad,12,57171.0,425.0,3173.0,3.0,0.05550016616816218
380,Chile,2,14.0,2.0,0.0,0.0,0.0
